mes,anio_base,tipo_pasajero,tipo_pasajero_visual,origen,destino,viajes_observados,viajes_tipo_mes,participacion_od_tipo_mes
1,2026,adulto_mayor,Adulto Mayor,Cajon,L. Centro,3.0,4623.0,0.0006489292667099286
1,2026,adulto_mayor,Adulto Mayor,Cajon,Lautaro,1.0,4623.0,0.00021630975556997622
1,2026,adulto_mayor,Adulto Mayor,Cajon,PLC,1.0,4623.0,0.00021630975556997622
1,2026,adulto_mayor,Adulto Mayor,Cajon,Perquenco,4.0,4623.0,0.0008652390222799049
1,2026,adulto_mayor,Adulto Mayor,Cajon,Pillanlelbun,2.0,4623.0,0.00043261951113995244
1,2026,adulto_mayor,Adulto Mayor,Cajon,Temuco,31.0,4623.0,0.006705602422669262
1,2026,adulto_mayor,Adulto Mayor,Cajon,Victoria,17.0,4623.0,0.0036772658446895955
1,2026,adulto_mayor,Adulto Mayor,Freire,PLC,3.0,4623.0,0.0006489292667099286
1,2026,adulto_mayor,Adulto Mayor,Freire,Pitrufquén,10.0,4623.0,0.002163097555699762
1,2026,adulto_mayor,Adulto Mayor,Freire,Quepe,10.0,4623.0,0.002163097555699762
1,2026,adulto_mayor,Adulto Mayor,Freire,Temuco,123.0,4623.0,0.026606099935107073
1,2026,adulto_mayor,Adulto Mayor,L. Centro,Cajon,2.0,4623.0,0.00043261951113995244
1,2026,adulto_mayor,Adulto Mayor,L. Centro,Perquenco,29.0,4623.0,0.00627298291152931
1,2026,adulto_mayor,Adulto Mayor,L. Centro,Pillanlelbun,19.0,4623.0,0.004109885355829548
1,2026,adulto_mayor,Adulto Mayor,L. Centro,Quillem,6.0,4623.0,0.0012978585334198572
1,2026,adulto_mayor,Adulto Mayor,L. Centro,Temuco,123.0,4623.0,0.026606099935107073
1,2026,adulto_mayor,Adulto Mayor,L. Centro,Victoria,38.0,4623.0,0.008219770711659096
1,2026,adulto_mayor,Adulto Mayor,Lautaro,Cajon,1.0,4623.0,0.00021630975556997622
1,2026,adulto_mayor,Adulto Mayor,Lautaro,PUA,2.0,4623.0,0.00043261951113995244
1,2026,adulto_mayor,Adulto Mayor,Lautaro,Perquenco,62.0,4623.0,0.013411204845338524
1,2026,adulto_mayor,Adulto Mayor,Lautaro,Pillanlelbun,22.0,4623.0,0.004758814622539477
1,2026,adulto_mayor,Adulto Mayor,Lautaro,Quillem,20.0,4623.0,0.004326195111399524
1,2026,adulto_mayor,Adulto Mayor,Lautaro,Temuco,268.0,4623.0,0.057971014492753624
1,2026,adulto_mayor,Adulto Mayor,Lautaro,Victoria,72.0,4623.0,0.015574302401038288
1,2026,adulto_mayor,Adulto Mayor,PLC,Freire,7.0,4623.0,0.0015141682889898333
1,2026,adulto_mayor,Adulto Mayor,PLC,Pitrufquén,29.0,4623.0,0.00627298291152931
1,2026,adulto_mayor,Adulto Mayor,PLC,Quepe,1.0,4623.0,0.00021630975556997622
1,2026,adulto_mayor,Adulto Mayor,PLC,Temuco,44.0,4623.0,0.009517629245078953
1,2026,adulto_mayor,Adulto Mayor,PUA,L. Centro,2.0,4623.0,0.00043261951113995244
1,2026,adulto_mayor,Adulto Mayor,PUA,Lautaro,5.0,4623.0,0.001081548777849881
1,2026,adulto_mayor,Adulto Mayor,PUA,Perquenco,30.0,4623.0,0.006489292667099286
1,2026,adulto_mayor,Adulto Mayor,PUA,Pillanlelbun,3.0,4623.0,0.0006489292667099286
1,2026,adulto_mayor,Adulto Mayor,PUA,Quillem,3.0,4623.0,0.0006489292667099286
1,2026,adulto_mayor,Adulto Mayor,PUA,Temuco,104.0,4623.0,0.022496214579277526
1,2026,adulto_mayor,Adulto Mayor,PUA,Victoria,95.0,4623.0,0.02054942677914774
1,2026,adulto_mayor,Adulto Mayor,Perquenco,Cajon,14.0,4623.0,0.0030283365779796667
1,2026,adulto_mayor,Adulto Mayor,Perquenco,L. Centro,74.0,4623.0,0.01600692191217824
1,2026,adulto_mayor,Adulto Mayor,Perquenco,Lautaro,75.0,4623.0,0.016223231667748216
1,2026,adulto_mayor,Adulto Mayor,Perquenco,PUA,18.0,4623.0,0.003893575600259572
1,2026,adulto_mayor,Adulto Mayor,Perquenco,Pillanlelbun,10.0,4623.0,0.002163097555699762
1,2026,adulto_mayor,Adulto Mayor,Perquenco,Quillem,7.0,4623.0,0.0015141682889898333
1,2026,adulto_mayor,Adulto Mayor,Perquenco,Temuco,328.0,4623.0,0.07094959982695219
1,2026,adulto_mayor,Adulto Mayor,Perquenco,Victoria,142.0,4623.0,0.03071598529093662
1,2026,adulto_mayor,Adulto Mayor,Pillanlelbun,L. Centro,27.0,4623.0,0.005840363400389357
1,2026,adulto_mayor,Adulto Mayor,Pillanlelbun,Lautaro,16.0,4623.0,0.0034609560891196195
1,2026,adulto_mayor,Adulto Mayor,Pillanlelbun,PUA,2.0,4623.0,0.00043261951113995244
1,2026,adulto_mayor,Adulto Mayor,Pillanlelbun,Perquenco,10.0,4623.0,0.002163097555699762
1,2026,adulto_mayor,Adulto Mayor,Pillanlelbun,Temuco,46.0,4623.0,0.009950248756218905
1,2026,adulto_mayor,Adulto Mayor,Pillanlelbun,Victoria,26.0,4623.0,0.0056240536448193814
1,2026,adulto_mayor,Adulto Mayor,Pitrufquén,PLC,28.0,4623.0,0.006056673155959333
1,2026,adulto_mayor,Adulto Mayor,Pitrufquén,Quepe,14.0,4623.0,0.0030283365779796667
1,2026,adulto_mayor,Adulto Mayor,Pitrufquén,Temuco,235.0,4623.0,0.050832792558944406
1,2026,adulto_mayor,Adulto Mayor,Quepe,Freire,7.0,4623.0,0.0015141682889898333
1,2026,adulto_mayor,Adulto Mayor,Quepe,PLC,1.0,4623.0,0.00021630975556997622
1,2026,adulto_mayor,Adulto Mayor,Quepe,Pitrufquén,13.0,4623.0,0.0028120268224096907
1,2026,adulto_mayor,Adulto Mayor,Quepe,Temuco,32.0,4623.0,0.006921912178239239
1,2026,adulto_mayor,Adulto Mayor,Quillem,L. Centro,6.0,4623.0,0.0012978585334198572
1,2026,adulto_mayor,Adulto Mayor,Quillem,Lautaro,16.0,4623.0,0.0034609560891196195
1,2026,adulto_mayor,Adulto Mayor,Quillem,PUA,2.0,4623.0,0.00043261951113995244
1,2026,adulto_mayor,Adulto Mayor,Quillem,Perquenco,14.0,4623.0,0.0030283365779796667
1,2026,adulto_mayor,Adulto Mayor,Quillem,Temuco,13.0,4623.0,0.0028120268224096907
1,2026,adulto_mayor,Adulto Mayor,Quillem,Victoria,6.0,4623.0,0.0012978585334198572
1,2026,adulto_mayor,Adulto Mayor,Temuco,Cajon,3.0,4623.0,0.0006489292667099286
1,2026,adulto_mayor,Adulto Mayor,Temuco,Freire,81.0,4623.0,0.01752109020116807
1,2026,adulto_mayor,Adulto Mayor,Temuco,L. Centro,98.0,4623.0,0.02119835604585767
1,2026,adulto_mayor,Adulto Mayor,Temuco,Lautaro,160.0,4623.0,0.03460956089119619
1,2026,adulto_mayor,Adulto Mayor,Temuco,PLC,3.0,4623.0,0.0006489292667099286
1,2026,adulto_mayor,Adulto Mayor,Temuco,PUA,64.0,4623.0,0.013843824356478478
1,2026,adulto_mayor,Adulto Mayor,Temuco,Perquenco,280.0,4623.0,0.060566731559593336
1,2026,adulto_mayor,Adulto Mayor,Temuco,Pillanlelbun,27.0,4623.0,0.005840363400389357
1,2026,adulto_mayor,Adulto Mayor,Temuco,Pitrufquén,224.0,4623.0,0.04845338524767467
1,2026,adulto_mayor,Adulto Mayor,Temuco,Quepe,24.0,4623.0,0.005191434133679429
1,2026,adulto_mayor,Adulto Mayor,Temuco,Quillem,8.0,4623.0,0.0017304780445598098
1,2026,adulto_mayor,Adulto Mayor,Temuco,Victoria,411.0,4623.0,0.08890330953926022
1,2026,adulto_mayor,Adulto Mayor,Victoria,Cajon,25.0,4623.0,0.0054077438892494055
1,2026,adulto_mayor,Adulto Mayor,Victoria,L. Centro,62.0,4623.0,0.013411204845338524
1,2026,adulto_mayor,Adulto Mayor,Victoria,Lautaro,56.0,4623.0,0.012113346311918667
1,2026,adulto_mayor,Adulto Mayor,Victoria,PUA,70.0,4623.0,0.015141682889898334
1,2026,adulto_mayor,Adulto Mayor,Victoria,Perquenco,156.0,4623.0,0.03374432186891629
1,2026,adulto_mayor,Adulto Mayor,Victoria,Pillanlelbun,30.0,4623.0,0.006489292667099286
1,2026,adulto_mayor,Adulto Mayor,Victoria,Quillem,4.0,4623.0,0.0008652390222799049
1,2026,adulto_mayor,Adulto Mayor,Victoria,Temuco,463.0,4623.0,0.10015141682889898
1,2026,delegacion,Delegación,PLC,Pitrufquén,15.0,51.0,0.29411764705882354
1,2026,delegacion,Delegación,Pitrufquén,PLC,20.0,51.0,0.39215686274509803
1,2026,delegacion,Delegación,Temuco,Victoria,8.0,51.0,0.1568627450980392
1,2026,delegacion,Delegación,Victoria,Temuco,8.0,51.0,0.1568627450980392
1,2026,discapacitado,Discapacitado,Cajon,L. Centro,4.0,1240.0,0.0032258064516129032
1,2026,discapacitado,Discapacitado,Cajon,Lautaro,2.0,1240.0,0.0016129032258064516
1,2026,discapacitado,Discapacitado,Cajon,Perquenco,2.0,1240.0,0.0016129032258064516
1,2026,discapacitado,Discapacitado,Cajon,Temuco,15.0,1240.0,0.012096774193548387
1,2026,discapacitado,Discapacitado,Cajon,Victoria,4.0,1240.0,0.0032258064516129032
1,2026,discapacitado,Discapacitado,Freire,Pitrufquén,5.0,1240.0,0.004032258064516129
1,2026,discapacitado,Discapacitado,Freire,Quepe,2.0,1240.0,0.0016129032258064516
1,2026,discapacitado,Discapacitado,Freire,Temuco,23.0,1240.0,0.018548387096774192
1,2026,discapacitado,Discapacitado,L. Centro,Perquenco,9.0,1240.0,0.007258064516129033
1,2026,discapacitado,Discapacitado,L. Centro,Pillanlelbun,7.0,1240.0,0.00564516129032258
1,2026,discapacitado,Discapacitado,L. Centro,Temuco,42.0,1240.0,0.03387096774193549
1,2026,discapacitado,Discapacitado,L. Centro,Victoria,10.0,1240.0,0.008064516129032258
1,2026,discapacitado,Discapacitado,Lautaro,Cajon,2.0,1240.0,0.0016129032258064516
1,2026,discapacitado,Discapacitado,Lautaro,Perquenco,12.0,1240.0,0.00967741935483871
1,2026,discapacitado,Discapacitado,Lautaro,Pillanlelbun,3.0,1240.0,0.0024193548387096775
1,2026,discapacitado,Discapacitado,Lautaro,Temuco,90.0,1240.0,0.07258064516129033
1,2026,discapacitado,Discapacitado,Lautaro,Victoria,17.0,1240.0,0.013709677419354839
1,2026,discapacitado,Discapacitado,PLC,Freire,5.0,1240.0,0.004032258064516129
1,2026,discapacitado,Discapacitado,PLC,Pitrufquén,4.0,1240.0,0.0032258064516129032
1,2026,discapacitado,Discapacitado,PLC,Quepe,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,PLC,Temuco,8.0,1240.0,0.0064516129032258064
1,2026,discapacitado,Discapacitado,PUA,Perquenco,3.0,1240.0,0.0024193548387096775
1,2026,discapacitado,Discapacitado,PUA,Temuco,20.0,1240.0,0.016129032258064516
1,2026,discapacitado,Discapacitado,PUA,Victoria,15.0,1240.0,0.012096774193548387
1,2026,discapacitado,Discapacitado,Perquenco,Cajon,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,Perquenco,L. Centro,21.0,1240.0,0.016935483870967744
1,2026,discapacitado,Discapacitado,Perquenco,Lautaro,20.0,1240.0,0.016129032258064516
1,2026,discapacitado,Discapacitado,Perquenco,PUA,4.0,1240.0,0.0032258064516129032
1,2026,discapacitado,Discapacitado,Perquenco,Pillanlelbun,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,Perquenco,Temuco,87.0,1240.0,0.07016129032258064
1,2026,discapacitado,Discapacitado,Perquenco,Victoria,31.0,1240.0,0.025
1,2026,discapacitado,Discapacitado,Pillanlelbun,L. Centro,13.0,1240.0,0.010483870967741936
1,2026,discapacitado,Discapacitado,Pillanlelbun,Lautaro,6.0,1240.0,0.004838709677419355
1,2026,discapacitado,Discapacitado,Pillanlelbun,Perquenco,2.0,1240.0,0.0016129032258064516
1,2026,discapacitado,Discapacitado,Pillanlelbun,Temuco,16.0,1240.0,0.012903225806451613
1,2026,discapacitado,Discapacitado,Pillanlelbun,Victoria,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,Pitrufquén,Freire,5.0,1240.0,0.004032258064516129
1,2026,discapacitado,Discapacitado,Pitrufquén,PLC,4.0,1240.0,0.0032258064516129032
1,2026,discapacitado,Discapacitado,Pitrufquén,Pillanlelbun,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,Pitrufquén,Quepe,6.0,1240.0,0.004838709677419355
1,2026,discapacitado,Discapacitado,Pitrufquén,Temuco,68.0,1240.0,0.054838709677419356
1,2026,discapacitado,Discapacitado,Quepe,Freire,11.0,1240.0,0.008870967741935484
1,2026,discapacitado,Discapacitado,Quepe,Lautaro,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,Quepe,PLC,4.0,1240.0,0.0032258064516129032
1,2026,discapacitado,Discapacitado,Quepe,Pitrufquén,3.0,1240.0,0.0024193548387096775
1,2026,discapacitado,Discapacitado,Quepe,Temuco,4.0,1240.0,0.0032258064516129032
1,2026,discapacitado,Discapacitado,Quillem,L. Centro,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,Quillem,Perquenco,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,Quillem,Temuco,7.0,1240.0,0.00564516129032258
1,2026,discapacitado,Discapacitado,Quillem,Victoria,1.0,1240.0,0.0008064516129032258
1,2026,discapacitado,Discapacitado,Temuco,Cajon,20.0,1240.0,0.016129032258064516
1,2026,discapacitado,Discapacitado,Temuco,Freire,14.0,1240.0,0.01129032258064516
1,2026,discapacitado,Discapacitado,Temuco,L. Centro,40.0,1240.0,0.03225806451612903
1,2026,discapacitado,Discapacitado,Temuco,Lautaro,65.0,1240.0,0.05241935483870968
1,2026,discapacitado,Discapacitado,Temuco,PLC,17.0,1240.0,0.013709677419354839
1,2026,discapacitado,Discapacitado,Temuco,PUA,21.0,1240.0,0.016935483870967744
1,2026,discapacitado,Discapacitado,Temuco,Perquenco,61.0,1240.0,0.049193548387096775
1,2026,discapacitado,Discapacitado,Temuco,Pillanlelbun,11.0,1240.0,0.008870967741935484
1,2026,discapacitado,Discapacitado,Temuco,Pitrufquén,59.0,1240.0,0.04758064516129032
1,2026,discapacitado,Discapacitado,Temuco,Quepe,3.0,1240.0,0.0024193548387096775
1,2026,discapacitado,Discapacitado,Temuco,Quillem,7.0,1240.0,0.00564516129032258
1,2026,discapacitado,Discapacitado,Temuco,Victoria,101.0,1240.0,0.0814516129032258
1,2026,discapacitado,Discapacitado,Victoria,Cajon,6.0,1240.0,0.004838709677419355
1,2026,discapacitado,Discapacitado,Victoria,L. Centro,17.0,1240.0,0.013709677419354839
1,2026,discapacitado,Discapacitado,Victoria,Lautaro,13.0,1240.0,0.010483870967741936
1,2026,discapacitado,Discapacitado,Victoria,PUA,10.0,1240.0,0.008064516129032258
1,2026,discapacitado,Discapacitado,Victoria,Perquenco,36.0,1240.0,0.02903225806451613
1,2026,discapacitado,Discapacitado,Victoria,Pillanlelbun,2.0,1240.0,0.0016129032258064516
1,2026,discapacitado,Discapacitado,Victoria,Temuco,112.0,1240.0,0.09032258064516129
1,2026,estudiante,Estudiante,Cajon,L. Centro,50.0,5692.0,0.008784258608573436
1,2026,estudiante,Estudiante,Cajon,Lautaro,18.0,5692.0,0.003162333099086437
1,2026,estudiante,Estudiante,Cajon,PUA,2.0,5692.0,0.00035137034434293746
1,2026,estudiante,Estudiante,Cajon,Perquenco,12.0,5692.0,0.0021082220660576245
1,2026,estudiante,Estudiante,Cajon,Pillanlelbun,6.0,5692.0,0.0010541110330288123
1,2026,estudiante,Estudiante,Cajon,Temuco,8.0,5692.0,0.0014054813773717498
1,2026,estudiante,Estudiante,Cajon,Victoria,17.0,5692.0,0.0029866479269149682
1,2026,estudiante,Estudiante,Freire,PLC,3.0,5692.0,0.0005270555165144061
1,2026,estudiante,Estudiante,Freire,Pitrufquén,16.0,5692.0,0.0028109627547434997
1,2026,estudiante,Estudiante,Freire,Quepe,2.0,5692.0,0.00035137034434293746
1,2026,estudiante,Estudiante,Freire,Temuco,93.0,5692.0,0.01633872101194659
1,2026,estudiante,Estudiante,L. Centro,Cajon,29.0,5692.0,0.005094869992972593
1,2026,estudiante,Estudiante,L. Centro,Perquenco,36.0,5692.0,0.006324666198172874
1,2026,estudiante,Estudiante,L. Centro,Pillanlelbun,21.0,5692.0,0.0036893886156008433
1,2026,estudiante,Estudiante,L. Centro,Quillem,6.0,5692.0,0.0010541110330288123
1,2026,estudiante,Estudiante,L. Centro,Temuco,218.0,5692.0,0.03829936753338018
1,2026,estudiante,Estudiante,L. Centro,Victoria,38.0,5692.0,0.0066760365425158116
1,2026,estudiante,Estudiante,Lautaro,Cajon,39.0,5692.0,0.0068517217146872806
1,2026,estudiante,Estudiante,Lautaro,PUA,1.0,5692.0,0.00017568517217146873
1,2026,estudiante,Estudiante,Lautaro,Perquenco,71.0,5692.0,0.012473647224174279
1,2026,estudiante,Estudiante,Lautaro,Pillanlelbun,51.0,5692.0,0.008959943780744906
1,2026,estudiante,Estudiante,Lautaro,Quillem,18.0,5692.0,0.003162333099086437
1,2026,estudiante,Estudiante,Lautaro,Temuco,454.0,5692.0,0.0797610681658468
1,2026,estudiante,Estudiante,Lautaro,Victoria,104.0,5692.0,0.018271257905832748
1,2026,estudiante,Estudiante,PLC,Freire,7.0,5692.0,0.001229796205200281
1,2026,estudiante,Estudiante,PLC,Pitrufquén,36.0,5692.0,0.006324666198172874
1,2026,estudiante,Estudiante,PLC,Quepe,4.0,5692.0,0.0007027406886858749
1,2026,estudiante,Estudiante,PLC,Temuco,7.0,5692.0,0.001229796205200281
1,2026,estudiante,Estudiante,PUA,Cajon,1.0,5692.0,0.00017568517217146873
1,2026,estudiante,Estudiante,PUA,L. Centro,2.0,5692.0,0.00035137034434293746
1,2026,estudiante,Estudiante,PUA,Lautaro,3.0,5692.0,0.0005270555165144061
1,2026,estudiante,Estudiante,PUA,Perquenco,6.0,5692.0,0.0010541110330288123
1,2026,estudiante,Estudiante,PUA,Pillanlelbun,1.0,5692.0,0.00017568517217146873
1,2026,estudiante,Estudiante,PUA,Temuco,91.0,5692.0,0.015987350667603654
1,2026,estudiante,Estudiante,PUA,Victoria,42.0,5692.0,0.007378777231201687
1,2026,estudiante,Estudiante,Perquenco,Cajon,15.0,5692.0,0.002635277582572031
1,2026,estudiante,Estudiante,Perquenco,L. Centro,102.0,5692.0,0.017919887561489812
1,2026,estudiante,Estudiante,Perquenco,Lautaro,55.0,5692.0,0.00966268446943078
1,2026,estudiante,Estudiante,Perquenco,PUA,2.0,5692.0,0.00035137034434293746
1,2026,estudiante,Estudiante,Perquenco,Pillanlelbun,16.0,5692.0,0.0028109627547434997
1,2026,estudiante,Estudiante,Perquenco,Quillem,17.0,5692.0,0.0029866479269149682
1,2026,estudiante,Estudiante,Perquenco,Temuco,383.0,5692.0,0.06728742094167252
1,2026,estudiante,Estudiante,Perquenco,Victoria,86.0,5692.0,0.015108924806746311
1,2026,estudiante,Estudiante,Pillanlelbun,Cajon,3.0,5692.0,0.0005270555165144061
1,2026,estudiante,Estudiante,Pillanlelbun,L. Centro,47.0,5692.0,0.00825720309205903
1,2026,estudiante,Estudiante,Pillanlelbun,Lautaro,15.0,5692.0,0.002635277582572031
1,2026,estudiante,Estudiante,Pillanlelbun,PUA,6.0,5692.0,0.0010541110330288123
1,2026,estudiante,Estudiante,Pillanlelbun,Perquenco,10.0,5692.0,0.0017568517217146872
1,2026,estudiante,Estudiante,Pillanlelbun,Temuco,121.0,5692.0,0.021257905832747715
1,2026,estudiante,Estudiante,Pillanlelbun,Victoria,7.0,5692.0,0.001229796205200281
1,2026,estudiante,Estudiante,Pitrufquén,Freire,45.0,5692.0,0.007905832747716092
1,2026,estudiante,Estudiante,Pitrufquén,PLC,48.0,5692.0,0.008432888264230498
1,2026,estudiante,Estudiante,Pitrufquén,Pillanlelbun,1.0,5692.0,0.00017568517217146873
1,2026,estudiante,Estudiante,Pitrufquén,Quepe,18.0,5692.0,0.003162333099086437
1,2026,estudiante,Estudiante,Pitrufquén,Temuco,245.0,5692.0,0.043042867182009836
1,2026,estudiante,Estudiante,Quepe,Freire,7.0,5692.0,0.001229796205200281
1,2026,estudiante,Estudiante,Quepe,Pitrufquén,17.0,5692.0,0.0029866479269149682
1,2026,estudiante,Estudiante,Quepe,Temuco,38.0,5692.0,0.0066760365425158116
1,2026,estudiante,Estudiante,Quillem,Cajon,1.0,5692.0,0.00017568517217146873
1,2026,estudiante,Estudiante,Quillem,L. Centro,8.0,5692.0,0.0014054813773717498
1,2026,estudiante,Estudiante,Quillem,Lautaro,8.0,5692.0,0.0014054813773717498
1,2026,estudiante,Estudiante,Quillem,Perquenco,8.0,5692.0,0.0014054813773717498
1,2026,estudiante,Estudiante,Quillem,Temuco,16.0,5692.0,0.0028109627547434997
1,2026,estudiante,Estudiante,Temuco,Cajon,19.0,5692.0,0.0033380182712579058
1,2026,estudiante,Estudiante,Temuco,Freire,86.0,5692.0,0.015108924806746311
1,2026,estudiante,Estudiante,Temuco,L. Centro,172.0,5692.0,0.030217849613492623
1,2026,estudiante,Estudiante,Temuco,Lautaro,335.0,5692.0,0.05885453267744203
1,2026,estudiante,Estudiante,Temuco,PLC,17.0,5692.0,0.0029866479269149682
1,2026,estudiante,Estudiante,Temuco,PUA,54.0,5692.0,0.009486999297259312
1,2026,estudiante,Estudiante,Temuco,Perquenco,380.0,5692.0,0.06676036542515812
1,2026,estudiante,Estudiante,Temuco,Pillanlelbun,116.0,5692.0,0.020379479971890373
1,2026,estudiante,Estudiante,Temuco,Pitrufquén,278.0,5692.0,0.048840477863668304
1,2026,estudiante,Estudiante,Temuco,Quepe,42.0,5692.0,0.007378777231201687
1,2026,estudiante,Estudiante,Temuco,Quillem,15.0,5692.0,0.002635277582572031
1,2026,estudiante,Estudiante,Temuco,Victoria,467.0,5692.0,0.08204497540407589
1,2026,estudiante,Estudiante,Victoria,Cajon,18.0,5692.0,0.003162333099086437
1,2026,estudiante,Estudiante,Victoria,L. Centro,89.0,5692.0,0.015635980323260718
1,2026,estudiante,Estudiante,Victoria,Lautaro,31.0,5692.0,0.00544624033731553
1,2026,estudiante,Estudiante,Victoria,PUA,28.0,5692.0,0.004919184820801124
1,2026,estudiante,Estudiante,Victoria,Perquenco,89.0,5692.0,0.015635980323260718
1,2026,estudiante,Estudiante,Victoria,Pillanlelbun,9.0,5692.0,0.0015811665495432186
1,2026,estudiante,Estudiante,Victoria,Temuco,589.0,5692.0,0.10347856640899508
1,2026,estudiante_basica,Estudiante Básica,Cajon,L. Centro,18.0,6012.0,0.0029940119760479044
1,2026,estudiante_basica,Estudiante Básica,Cajon,Lautaro,7.0,6012.0,0.001164337990685296
1,2026,estudiante_basica,Estudiante Básica,Cajon,Perquenco,5.0,6012.0,0.00083166999334664
1,2026,estudiante_basica,Estudiante Básica,Cajon,Pillanlelbun,4.0,6012.0,0.0006653359946773121
1,2026,estudiante_basica,Estudiante Básica,Cajon,Temuco,12.0,6012.0,0.001996007984031936
1,2026,estudiante_basica,Estudiante Básica,Cajon,Victoria,20.0,6012.0,0.00332667997338656
1,2026,estudiante_basica,Estudiante Básica,Freire,PLC,4.0,6012.0,0.0006653359946773121
1,2026,estudiante_basica,Estudiante Básica,Freire,Pitrufquén,31.0,6012.0,0.005156353958749168
1,2026,estudiante_basica,Estudiante Básica,Freire,Quepe,14.0,6012.0,0.002328675981370592
1,2026,estudiante_basica,Estudiante Básica,Freire,Temuco,94.0,6012.0,0.015635395874916833
1,2026,estudiante_basica,Estudiante Básica,L. Centro,Cajon,8.0,6012.0,0.0013306719893546241
1,2026,estudiante_basica,Estudiante Básica,L. Centro,PUA,5.0,6012.0,0.00083166999334664
1,2026,estudiante_basica,Estudiante Básica,L. Centro,Perquenco,45.0,6012.0,0.0074850299401197605
1,2026,estudiante_basica,Estudiante Básica,L. Centro,Pillanlelbun,25.0,6012.0,0.0041583499667332
1,2026,estudiante_basica,Estudiante Básica,L. Centro,Quillem,8.0,6012.0,0.0013306719893546241
1,2026,estudiante_basica,Estudiante Básica,L. Centro,Temuco,153.0,6012.0,0.025449101796407185
1,2026,estudiante_basica,Estudiante Básica,L. Centro,Victoria,60.0,6012.0,0.00998003992015968
1,2026,estudiante_basica,Estudiante Básica,Lautaro,Cajon,14.0,6012.0,0.002328675981370592
1,2026,estudiante_basica,Estudiante Básica,Lautaro,PUA,22.0,6012.0,0.003659347970725216
1,2026,estudiante_basica,Estudiante Básica,Lautaro,Perquenco,94.0,6012.0,0.015635395874916833
1,2026,estudiante_basica,Estudiante Básica,Lautaro,Pillanlelbun,44.0,6012.0,0.007318695941450432
1,2026,estudiante_basica,Estudiante Básica,Lautaro,Quillem,14.0,6012.0,0.002328675981370592
1,2026,estudiante_basica,Estudiante Básica,Lautaro,Temuco,365.0,6012.0,0.060711909514304725
1,2026,estudiante_basica,Estudiante Básica,Lautaro,Victoria,112.0,6012.0,0.018629407850964737
1,2026,estudiante_basica,Estudiante Básica,PLC,Freire,7.0,6012.0,0.001164337990685296
1,2026,estudiante_basica,Estudiante Básica,PLC,Pitrufquén,74.0,6012.0,0.012308715901530274
1,2026,estudiante_basica,Estudiante Básica,PLC,Quepe,8.0,6012.0,0.0013306719893546241
1,2026,estudiante_basica,Estudiante Básica,PLC,Temuco,46.0,6012.0,0.007651363938789089
1,2026,estudiante_basica,Estudiante Básica,PUA,L. Centro,3.0,6012.0,0.000499001996007984
1,2026,estudiante_basica,Estudiante Básica,PUA,Lautaro,19.0,6012.0,0.003160345974717232
1,2026,estudiante_basica,Estudiante Básica,PUA,Perquenco,12.0,6012.0,0.001996007984031936
1,2026,estudiante_basica,Estudiante Básica,PUA,Pillanlelbun,1.0,6012.0,0.00016633399866932801
1,2026,estudiante_basica,Estudiante Básica,PUA,Quillem,2.0,6012.0,0.00033266799733865603
1,2026,estudiante_basica,Estudiante Básica,PUA,Temuco,74.0,6012.0,0.012308715901530274
1,2026,estudiante_basica,Estudiante Básica,PUA,Victoria,101.0,6012.0,0.01679973386560213
1,2026,estudiante_basica,Estudiante Básica,Perquenco,Cajon,4.0,6012.0,0.0006653359946773121
1,2026,estudiante_basica,Estudiante Básica,Perquenco,L. Centro,61.0,6012.0,0.010146373918829008
1,2026,estudiante_basica,Estudiante Básica,Perquenco,Lautaro,47.0,6012.0,0.007817697937458417
1,2026,estudiante_basica,Estudiante Básica,Perquenco,PUA,10.0,6012.0,0.00166333998669328
1,2026,estudiante_basica,Estudiante Básica,Perquenco,Pillanlelbun,16.0,6012.0,0.0026613439787092482
1,2026,estudiante_basica,Estudiante Básica,Perquenco,Quillem,5.0,6012.0,0.00083166999334664
1,2026,estudiante_basica,Estudiante Básica,Perquenco,Temuco,301.0,6012.0,0.05006653359946773
1,2026,estudiante_basica,Estudiante Básica,Perquenco,Victoria,120.0,6012.0,0.01996007984031936
1,2026,estudiante_basica,Estudiante Básica,Pillanlelbun,Cajon,4.0,6012.0,0.0006653359946773121
1,2026,estudiante_basica,Estudiante Básica,Pillanlelbun,L. Centro,41.0,6012.0,0.006819693945442448
1,2026,estudiante_basica,Estudiante Básica,Pillanlelbun,Lautaro,22.0,6012.0,0.003659347970725216
1,2026,estudiante_basica,Estudiante Básica,Pillanlelbun,PUA,5.0,6012.0,0.00083166999334664
1,2026,estudiante_basica,Estudiante Básica,Pillanlelbun,Perquenco,11.0,6012.0,0.001829673985362608
